Group,Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
look,look falda plisada animal print,10,,0.00,1.00,,,,"1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00"
look,look medias animal print,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00"
look,look para zapatos animal print,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00"
look,looks animal print 2020,10,,0.00,0.00,,,,"1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00"
look,looks animal print 2022,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00"
look,looks camisa animal print,10,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00"
look,looks con abrigo animal print,10,,0.00,0.00,,,,"0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00"
look,new look animal print dress,10,,0.00,0.00,,,,"1.00,0.00,0.50,0.50,0.50,0.50,0.00,0.00,0.50,0.00,0.00,0.00"
look,new look animal print dresses,10,,0.00,0.00,,,,"0.50,0.00,0.50,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00"
look,new look animal.print dress,10,,0.00,0.00,,,,"1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00"
look,new look green animal print dress,10,,0.00,0.00,,,,"0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00"
converse,converse animal print,590,26,0.10,1.00,88,Informational,"Reviews, Indented, Image, Image pack, Video, Related searches","0.44,0.55,0.82,0.82,0.67,1.00,0.67,0.67,0.55,0.55,0.36,0.24"
converse,converse animal print plataforma,110,24,0.00,1.00,67,Informational,"Reviews, Image, Image pack, Related searches","0.43,0.53,0.53,0.81,0.81,1.00,0.66,0.81,0.53,0.43,0.09,0.19"
converse,converse animal print mujer,70,25,0.21,1.00,67,Informational,"Site links, Reviews, Image, Image pack, Related searches","0.52,0.66,1.00,0.14,0.19,0.23,0.23,0.23,0.23,0.42,0.23,0.33"
converse,converse plataforma animal print,50,24,0.00,1.00,68,"Informational, Transactional","Reviews, Indented, Image, Image pack, Related searches","0.21,0.78,0.63,0.78,1.00,0.78,0.13,0.13,0.13,0.13,0.13,0.13"
converse,converse print animal,30,24,0.17,1.00,76,"Informational, Transactional","Reviews, Indented, Image, Image pack, Video, Related searches","1.00,0.40,0.40,0.40,0.40,0.40,0.80,0.60,0.40,0.40,0.40,0.40"
converse,animal print converse,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
converse,converse all star animal print,20,,0.00,0.86,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
converse,converse animal print cebra,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
converse,converse animal print colores,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00"
converse,converse animal print leopardo,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
converse,converse animal print rosa,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
converse,converse bota animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
converse,converse chuck taylor all star animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
converse,converse chuck taylor all star lift animal print,20,,0.00,0.00,,,,"1.00,0.22,0.22,0.22,0.00,0.22,0.22,0.22,0.22,0.22,0.22,0.00"
converse,converse chuck taylor animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
converse,converse con animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00"
converse,converse cordones animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00"
converse,converse de animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
converse,converse mujer animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
converse,converse negras con animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00"
converse,converse platform animal print,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00"
converse,converse run star animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00"
converse,converse run star hike animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00"
converse,mochila converse animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00"
converse,mujer converse animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
converse,zapatilla plataforma converse mujer animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
converse,zapatillas animal print converse,20,,0.00,0.84,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
converse,zapatillas converse animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
converse,zapatillas converse animal print mujer,20,,0.00,1.00,,,,"0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
converse,zapatillas converse mujer animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
converse,all star converse animal print,10,,0.00,1.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00"
converse,animal print converse high tops,10,,0.00,1.00,,,,"0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00"
converse,animal print converse platform,10,,0.00,1.00,,,,"0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00"
converse,animal print converse womens,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00"
converse,animal print platform converse,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00"
converse,converse all star animal print leopard ox,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00"
converse,converse all star plataforma animal print,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00"
converse,converse animal print chuck 70,10,,0.00,0.52,,,,"0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00"
converse,converse animal print high tops,10,,0.00,1.00,,,,"0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00"
converse,converse animal print platform,10,,0.00,0.00,,,,"1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00"
converse,converse animal.print,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.50,0.00,0.50,0.00,1.00,0.50,0.00,0.00,0.00"
converse,converse chuck 70 animal print,10,,0.00,1.00,,,,"1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00"
converse,converse chuck animal print,10,,0.00,0.00,,,,"0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00"
converse,converse high top animal print,10,,0.00,0.00,,,,"0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00"
converse,mochila animal print converse,10,,0.00,1.00,,,,"1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00"
converse,zapatilla converse animal print,10,,0.00,1.00,,,,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00"
abrigo,abrigo animal print,320,21,0.00,1.00,5220000,Informational,"Reviews, Image, Image pack, Video carousel, Related searches","0.07,0.19,0.36,0.81,0.81,1.00,0.44,0.10,0.02,0.02,0.02,0.03"
abrigo,abrigo animal print zara,90,22,0.00,1.00,46,Informational,"Reviews, Indented, Image, Image pack, Video, Related searches","0.15,0.26,0.26,0.53,1.00,0.80,0.65,0.19,0.07,0.07,0.07,0.07"
abrigo,abrigos animal print zara,70,19,0.00,1.00,46,Informational,"Image, Image pack, Video, Related searches","0.15,0.26,0.26,0.65,0.07,1.00,0.65,0.19,0.07,0.07,0.07,0.07"
abrigo,abrigos animal print mujer,50,20,0.00,0.00,77,Informational,"Reviews, Image, Image pack, Video, Related searches","0.22,0.48,0.78,0.65,1.00,0.78,0.13,0.13,0.13,0.13,0.13,0.13"
abrigo,abrigos animal print,40,22,0.00,0.88,6110000,Informational,"Reviews, Indented, Image, Image pack, Video, Related searches","0.07,0.21,0.35,0.50,1.00,0.78,0.50,0.14,0.00,0.00,0.00,0.00"
abrigo,abrigo animal print mujer,30,19,0.00,0.00,88,Informational,"Reviews, Indented, Image, Image pack, Video, Related searches","0.00,0.18,0.36,0.09,0.82,1.00,0.27,0.18,0.18,0.18,0.18,0.18"
abrigo,abrigo mujer animal print,30,20,0.00,0.00,96,Informational,"Reviews, Image, Image pack, Video, Related searches","0.14,0.14,0.14,0.35,1.00,0.14,0.14,0.14,0.14,0.00,0.14,0.14"
abrigo,abrigo pelo animal print,30,7,0.00,0.00,84,Informational,"Reviews, Indented, Image, Image pack, Related searches","0.13,0.13,0.13,1.00,0.25,1.00,0.13,0.13,0.13,0.00,0.00,0.00"
abrigo,abrigos mujer animal print,30,20,0.00,0.67,87,Informational,"Reviews, Image, Image pack, Video, Related searches","0.14,0.14,0.14,0.48,1.00,0.14,0.14,0.14,0.14,0.00,0.14,0.14"
abrigo,abrigo animal print bimba y lola,20,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00"
abrigo,abrigo animal print gris,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00"
abrigo,abrigo animal print hombre,20,,0.00,1.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
abrigo,abrigo animal print mango,20,,0.00,0.00,,,,"0.00,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.00,0.00"
abrigo,abrigo animal print stradivarius,20,,0.00,0.80,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
abrigo,abrigo de animal print,20,,0.00,0.89,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00"
abrigo,abrigo print animal,20,,0.00,1.00,,,,"0.00,0.00,0.00,0.18,0.45,1.00,0.45,0.00,0.00,0.00,0.00,0.00"
abrigo,abrigos de animal print,20,,0.00,0.89,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00"
abrigo,animal print abrigo,20,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00"
abrigo,combinar abrigo animal print,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00"
abrigo,zara abrigo animal print,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00"
abrigo,abrigo animal print bershka,10,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00"
abrigo,abrigo animal print cortefiel,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00"
abrigo,abrigo animal print el corte ingles,10,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00"
abrigo,abrigo animal print leopardo,10,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00"
abrigo,abrigo animal print outfit,10,,0.00,0.00,,,,"0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00"
abrigo,abrigo animal print pepe jeans,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00"
abrigo,abrigo animal print primark,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00"
abrigo,abrigo animal print pull and bear,10,,0.00,0.00,,,,"0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00"
abrigo,abrigo de piel animal print,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00"
abrigo,abrigo efecto pelo animal print,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00"
abrigo,abrigo zara animal print,10,,0.00,0.00,,,,"0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00"
abrigo,abrigos animal print el corte ingles,10,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
abrigo,bimba y lola abrigo animal print,10,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00"
abrigo,como combinar abrigo animal print,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00"
abrigo,como combinar un abrigo animal print,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00"
abrigo,comprar abrigo animal print,10,,0.00,0.00,,,,"1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00"
abrigo,leopardo outfit abrigo animal print,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00"
abrigo,look abrigo animal print,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00"
abrigo,look con abrigo animal print,10,,0.00,0.00,,,,"0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00"
abrigo,looks con abrigo animal print,10,,0.00,0.00,,,,"0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00"
abrigo,mango abrigo animal print,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00"
abrigo,outfit abrigo animal print,10,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00"
abrigo,outfit con abrigo animal print,10,,0.00,0.00,,,,"0.00,0.00,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.00,0.00,0.00"
abrigo,stradivarius abrigo animal print,10,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00"
botines,botines animal print,320,9,0.00,1.00,4710000,Informational,"Image, Image pack, Video, Related searches","0.13,0.44,0.82,1.00,1.00,0.82,0.36,0.19,0.07,0.10,0.10,0.10"
botines,botines animal print mujer,110,8,0.00,1.00,97,Informational,"Reviews, Image, Image pack, Video, Related searches, Popular products","0.12,0.52,1.00,0.52,0.52,0.52,0.43,0.12,0.15,0.06,0.06,0.06"
botines,botin animal print zara,70,27,0.00,0.86,42,"Informational, Transactional","Image, Image pack, Related searches","0.09,0.51,0.51,0.00,0.09,1.00,0.51,0.23,0.14,0.09,0.09,0.09"
botines,botines animal print zara,70,29,0.00,0.86,49,"Informational, Transactional","Image, Image pack, Video, People also ask, Related searches","0.11,0.64,0.64,0.64,0.82,1.00,0.64,0.29,0.17,0.11,0.11,0.11"
botines,botines mujer animal print,50,7,0.00,1.00,4550000,Informational,"Reviews, Image, Image pack, Video, Related searches","0.10,0.10,0.80,0.80,1.00,0.80,0.10,0.10,0.10,0.10,0.10,0.10"
botines,botin animal print,40,8,0.00,1.00,1780000,Informational,"Reviews, Indented, Image, Image pack, Video, Related searches","0.00,0.07,0.15,1.00,0.26,0.26,0.00,0.07,0.00,0.00,0.00,0.07"
botines,botin animal print mujer,20,,0.00,1.00,,,,"0.80,0.00,0.00,1.00,0.20,0.00,0.20,0.80,1.00,0.40,0.40,0.40"
botines,botines animal print gioseppo,20,,0.00,0.00,,,,"0.00,0.18,0.18,1.00,0.00,0.18,0.18,0.00,0.00,0.00,0.00,0.00"
botines,botines animal print outfit,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00"
botines,botines animal print stradivarius,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00"
botines,botines de animal print,20,,0.00,1.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00"
botines,botines de tacon animal print,20,,0.00,1.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00"
botines,botines planos animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
botines,botines zara animal print,20,,0.00,0.43,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00"
botines,combinar botines animal print,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00"
botines,look con botines animal print,20,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00"
botines,outfit botines animal print,20,,0.00,1.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00"
botines,outfits con botines animal print,20,,0.00,0.57,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00"
botines,animal print botines,10,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00"
botines,botin animal print bimba y lola,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00"
botines,botin england animal print wonders,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00"
botines,botin plano animal print,10,,0.00,0.00,,,,"1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00"
botines,botine animal print,10,,0.00,0.00,,,,"0.14,0.14,1.00,0.00,0.14,0.28,0.00,0.00,0.00,0.00,0.00,0.00"
botines,botines animal print 2019,10,,0.00,0.00,,,,"0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00"
botines,botines animal print amazon,10,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00"
botines,botines animal print andrea,10,,0.00,1.00,,,,"0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00"
botines,botines animal print bershka,10,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00"
botines,botines animal print chile,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00"
botines,botines animal print el corte ingles,10,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00"
botines,botines animal print mango,10,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00"
botines,botines animal print marypaz,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00"
botines,botines animal print para mujer,10,,0.00,0.00,,,,"0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
botines,botines animal print serpiente,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.50,1.00,0.00,0.00,0.00"
botines,botines para mujer animal print,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00"
botines,botines print animal,10,,0.00,1.00,,,,"0.20,0.20,1.00,0.20,0.40,0.20,0.20,0.00,0.00,0.00,0.00,0.00"
botines,botines stradivarius animal print,10,,0.00,0.00,,,,"0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00"
botines,botines tacon animal print,10,,0.00,1.00,,,,"0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00"
botines,botín england animal print,10,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00"
botines,combinar botines animal print serpiente,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00"
botines,como combinar botines animal print,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00"
botines,como combinar botines de animal print,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00"
botines,look botines animal print,10,,0.00,0.00,,,,"0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00"
botines,outfit botin animal print,10,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00"
botines,outfit botines animal print serpiente,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00"
new,new balance animal print,390,15,0.17,1.00,76,"Informational, Transactional","Site links, Reviews, Indented, Image, Image pack, Video, Related searches","0.23,0.54,1.00,1.00,1.00,1.00,0.54,0.54,0.54,0.35,0.35,0.23"
new,new balance 327 animal print,320,15,0.15,1.00,72,Informational,"Site links, Reviews, Image, Image pack, Video, Related searches","0.23,0.44,0.54,0.66,0.81,1.00,0.44,0.54,0.44,0.44,0.23,0.23"
new,new balance 327 mujer animal print,70,8,0.20,1.00,49,Informational,"Reviews, Image, Image pack, Video, Related searches","0.14,0.14,0.78,0.28,1.00,0.78,0.14,0.14,0.14,0.78,1.00,0.14"
new,new balance animal print mujer,70,11,0.23,1.00,68,"Informational, Transactional","Site links, Reviews, Image, Image pack, Related searches","0.11,0.11,0.11,0.11,0.79,0.63,0.63,0.63,1.00,0.53,0.26,0.26"
new,new balance animal print 327,50,14,0.00,1.00,82,Informational,"Site links, Reviews, Image, Image pack, Video, People also ask, Related searches","0.14,0.14,0.78,0.28,1.00,0.78,0.14,0.14,0.14,0.14,0.14,0.14"
new,new balance mujer animal print,30,,0.00,0.93,,,,"0.17,0.17,0.17,0.17,0.17,1.00,0.17,0.17,0.17,0.17,0.17,0.17"
new,new balance print animal,30,,0.00,1.00,,,,"0.13,0.13,0.13,0.13,1.00,0.21,0.13,0.13,0.13,0.13,0.13,0.13"
new,tenis new balance animal print mujer,30,,0.00,1.00,,,,"0.00,0.22,0.22,1.00,0.22,0.22,0.22,0.44,0.22,0.22,0.22,0.22"
new,327 new balance animal print,20,,0.00,1.00,,,,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00"
new,animal print new balance 327,20,,0.00,1.00,,,,"0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00"
new,new balance 1500 animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
new,new balance 327 animal print black,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
new,new balance 327 animal print off white,20,,0.00,0.00,,,,"0.00,1.00,0.14,0.14,0.14,0.14,0.00,0.14,0.00,0.14,0.00,0.00"
new,new balance 574 animal print,20,,0.00,0.93,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
new,new balance 574 animal print mujer,20,,0.00,1.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00"
new,new balance 574 mujer animal print,20,,0.00,1.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
new,new balance 997 animal print,20,,0.00,1.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00"
new,new balance 997h animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00"
new,new balance animal print trainers,20,,0.00,1.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00"
new,tenis new balance animal print,20,,0.00,1.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00"
new,zapatillas new balance animal print,20,,0.00,1.00,,,,"0.66,0.66,0.66,0.66,0.66,1.00,0.66,0.66,0.66,0.66,0.66,0.66"
new,zapatillas new balance mujer animal print,20,,0.00,1.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
new,animal print 327 new balance,10,,0.00,0.00,,,,"1.00,0.00,0.50,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00"
new,animal print new balance,10,,0.17,1.00,,,,"0.66,0.66,1.00,0.66,0.33,0.66,0.00,0.66,0.00,0.00,0.00,0.00"
new,animal print new balance 574,10,,0.00,0.00,,,,"0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00"
new,new animal print,10,,0.00,0.00,,,,"0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00"
